분류,강의명,난이도,가격(현재가격),가격(원래가격),총소요시간,강의소개,출처
Angular,Angular (2+) verstehen und anwenden,모든 수준,"₩19,000","₩25,000",,"What you'll learn
Am Ende des Kurses werden Teilnehmer in der Lage sein die vielen Features von Angular 2 zu verstehen und in eigenen Webapps anzuwenden
Der sichere Umgang mit Angular 2 sowie die Möglichkeit zum tieferen Eintauchen in fortgeschrittenere Angular 2 Themen sind am Ende des Kurses sicher",https://www.udemy.com/course/der-angular-2-kurs/
WordPress,Criação de Temas Responsivos com WordPress,중급자,"₩19,000","₩25,000",,"What you'll learn
Crie temas WordPress customizados, do zero, responsivos e torne-se um desenvolvedor altamente requisitado
Saiba como usar APIs como Theme Customizer, o novo editor Gutenberg, segurança, tradução de temas e muito mais
Aprenda como fazer a transição de temas clássicos para temas de blocos usando theme json
Aprenda a migrar qualquer site para o servidor remoto",https://www.udemy.com/course/wordpress-temas-do-zero-com-bootstrap-4/
JavaScript,JavaScript - Полный Курс по JavaScript (Включает 80 Задач),모든 수준,"₩17,000","₩79,000",,"What you'll learn
Вы изучите все ключевые функции JavaScript вплоть до Классов, Промисов и Асинхронных функций, но начнем мы с того, что такое переменные, типы, циклы, массивы
Основные понятия JavaScript - это Выражения, Объекты и Функции и в этом курсе вы досконально изучите их, а также научитесь применять полученные знания
Вы узнаете основные принципы работы JavaScript и изучите все основные функции, которые используются в реальных проектах чаще всего и востребованные больше всех
Вы будете запускать на практике все примеры, которые я буду показывать на протяжении курса, используя Google Chrome, Node и Visual Studio Code с Code Runner",https://www.udemy.com/course/javascript-ru/
JavaScript,VRAIMENT Bien Comprendre Javascript,중급자,"₩19,000","₩25,000",,"What you'll learn
Maîtriser Javascript
Comprendre les subtilités de Javascript (hoisting, this, closures, prototypes, etc...)
Déchirer les entretiens d'embauche",https://www.udemy.com/course/comprendre-javascript/
Web Development,"Der große Kurs der Webentwicklung: HTML, CSS, JS, PHP und Co",초급자,"₩19,000","₩25,000",,"What you'll learn
Erstelle Webseiten mit HTML, CSS und JavaScript
Dynamische Webseiten mit JavaScript und jQuery
Baue dein eigenes responsive Framework für responsive Webdesign auf
Erstelle moderne responsive Webseiten mit Bootstrap
Erstelle erste Praxisprojekte für dein persönliches Portfolio
Lerne viele nützliche kostenlose Ressourcen kennen
Arbeite serverseitig mit PHP
Verarbeite Daten deiner Webseite mit PHP und MySQL",https://www.udemy.com/course/webentwicklung/
CSS,使用 HTML、CSS 開發一個網站,초급자,"₩32,000",,,"What you'll learn
有能力排出具專業、語意化、美觀的網頁設計
課程結束後，我們會提供給你一個完整的網頁設計稿，當你實作出網頁來後再轉交六角學院的講師們，我們會為您進行程式碼審視，以確保你吸收的網頁排版觀念是正確的。
了解設計網頁的脈絡，你隨時可以在社群裡發問問題，我們永遠都會在這裡！
獲得持續更新的講義教材，終身複習不會脫離趨勢的現代化線上課程",https://www.udemy.com/course/html-css-learning/
ASP.NET Core,Curso de ASP .NET Core MVC - Criando um Site do Zero (NET 6),초급자,"₩19,000","₩25,000",,"What you'll learn
Conhecer os fundamentos da ASP .NET Core MVC para criar web sites dinâmicos com acesso a dados
Aprender a usar o Entity Framework Core em um projeto ASP .NET Core MVC
Usar os recursos do Bootstratp em um projeto ASP .NET Core MVC
Aprender a usar o Identity para implementar a segurança no projeto ASP .NET Core MVC
Aprender a fazer o Upload de arquivos para o servidor e gerar gráficos usando o GoogleChart
Aprender a gerar Gráficos usando os recursos do Javascript
Aprender a gerar relatórios no formato PDF usando o FastReport OpenSource",https://www.udemy.com/course/curso-de-asp-net-core-mvc-criando-um-site-do-zero/
REST API,REST APIs com Python e Flask,모든 수준,"₩19,000","₩25,000",,"What you'll learn
Conceitos Teóricos de REST / RESTful API
Python do Iniciante ao Avançado
Criar REST APIs com Flask-RESTful
Testar Web APIs com Postman
Autenticação de Usuários REST
Integrar API com Sqlite3, PostgreSQL e MySQL usando SQLAlchemy
Deploy para Servidor Linux - AWS
Deploy para Servidor Linux - Google Cloud
Deploy para Heroku
Deploy para PythonAnywhere",https://www.udemy.com/course/rest-apis-com-python-e-flask/
PHP,PHP 8 e mysql: La guida completa di php 8 per sviluppatori,모든 수준,"₩19,000","₩25,000",,"What you'll learn
Programmare correttamente in php8
Processare file con php
Processare form html con php
Creare siti web dinamici con php e mysql
Imparare la programmazione orientata agli oggetti
Usare i namespace
Creare e processare file xml
Creare uno User Management System
Creare una blogging platform in mvc
Gestione login e ruoli
Utilizzare la classi PDO per collegarsi ai database
Show more",https://www.udemy.com/course/video-corso-php-sviluppo-web-principianti-avanzato-guida-php/
Bootstrap,"Curso de Bootstrap - Completo, Prático e Responsivo",모든 수준,"₩19,000","₩25,000",,"What you'll learn
Conhecer as principais ferramentas do Boostrap 4
Criar o design de um Site Institucional (One Page)
Criar o design de um Painel de Controle (Dashboard)
Trabalhar com Temas do Bootstrap
Manipular CSS e JS para criar um Template Personalizado
Criar um Tema Personalizado com Bootstrap 4",https://www.udemy.com/course/bootstrap-4-completo/
Django,Criando poderosas API's RESTful com Django Rest Framework,중급자,"₩19,000","₩25,000",,"What you'll learn
Entender o que é uma Web API RESTFul
Preparar o ambiente Python e Djando para desenvolvimento de Web API's
Entender o funcionamento Django Rest Framework
Criação do Projeto Django
Modelagem de API's
Serialização dos dados
Retornando dados estruturados
Executar chamadas a API utilizando verbos HTTP
Leitura dos dados da API utilizando JSON
Sistema de autorização e autenticação do Django Rest Framework",https://www.udemy.com/course/apis-restful-com-django-rest-framework/
Web Development,"【HTML,CSS,JS,PHP,Git,Docker】プログラミング初心者OK！ ゼロからわかるWebシステム開発",초급자,"₩17,000","₩69,000",,"What you'll learn
Webアプリケーションの基礎
HTML / CSSを用いた静的なWebページの構築
JavaScript を用いたプログラミング入門
PHPを用いた動的なWebページの構築
ターミナル / コマンド操作の基礎
AWS（クラウドコンピューティングサービス）を活用したWebサーバーの構築
独自ドメインやSSL/TLSの設定
Gitを活用した開発フローの学習
Dockerを活用した開発環境の構築
プログラミング設計（MVC）/ UnitTest の基礎
データベース（MySQL）によるSQL基礎
Webフレームワーク(Laravel)を活用したデータ管理画面の作成
WebAPI / Webhook基礎
LINE SDK （PHP）を活用した LINEボットを作成
Show more",https://www.udemy.com/course/web-app-development/
Symfony,Apprendre Symfony 5 par la création d'un site e-commerce,초급자,"₩19,000","₩25,000",,"What you'll learn
Développer un projet complexe et complet avec Symfony 5
Créer un site e-commerce avec le framework Symfony 5
Comprendre et maîtriser le langage de templating Twig
Comprendre et maîtriser les controllers et les routes dans Symfony 5
Comprendre et maîtriser l'utilisateur des formulaires et la validation des données
Comprendre et maîtriser les entités, les relations et les tables dans Symfony 5
Créer une interface d'administration avec EasyAdmin Bundle
Créer un système d'envoie d'email efficace à l'aide du wrapper PHP Mailjet
Créer un tunnel d'achat efficace, en plusieurs étape avec Stripe pour le paiement
Comprendre et maîtriser les services dans Symfony 5
Show more",https://www.udemy.com/course/apprendre-symfony-par-la-creation-dun-site-ecommerce/
Blazor,Programando en Blazor - ASP.NET Core 7,중급자,"₩19,000","₩88,000",,"What you'll learn
Desarrollar aplicaciones web con C# y Blazor
Utilizar Azure DevOps para publicar aplicaciones de Blazor
Crear bases de datos con Entity Framework Core
Crear un sistema de usuarios que utilice roles",https://www.udemy.com/course/programando-en-blazor-aspnet-core/
App Development,"React Avançado: Crie aplicações com NextJS, Strapi e mais",중급자,"₩219,000",,,"What you'll learn
Criar APIs rapidamente com o Strapi
Boas práticas em ReactJS
Boas práticas com Styled Components
Boas práticas com Testes
Server Side Rendering (SSR)
Static Site Generation (SSG)
Rotas simples e dinâmicas no NextJS
Funcionamento do GraphQL
Criar componentes ReactJS do zero
Utilizar componentes third-party
Utilizar Storybook
Show more",https://www.udemy.com/course/react-avancado/
JavaScript,"Máster en JavaScript: ECMAScript, Angular 9+, React, NodeJS",모든 수준,"₩19,000","₩25,000",,"What you'll learn
Aprenderás los principios de la programación con JavaScript desde cero y paso a paso, no necesitas ningún conocimiento previo.
Aprenderás a programar con POO (programación Orientada a Objetos) creando código reutilizable y más simplificado.
Aprenderás a crear recursos interactivos en JavaScript con Programación Orientada a Objetos.
HTML5 - CANVAS.
Dominar jQuery y sus plugins.
ECMAScript y TypeScript.
Desarrollar aplicaciones web SPA con Angular.
Desarrollar servicios y APIs RESTful con NodeJS, Express y MongoDB.
Show more",https://www.udemy.com/course/aprende-a-programar-con-javascript-desde-cero/
Socket.IO,Angular: Aplicaciones en tiempo real con sockets y rest,중급자,"₩219,000",,,"What you'll learn
Tener un dominio completo de la emisión y escucha de eventos por sockets
Usar Angular en el Front-End y mezclar sockets con servicios rest en el Back-End
Crear aplicaciones que en tiempo real actualicen información de todos los clientes conectados
Aprender a disparar eventos de sockets por servicios REST
Crear clases y servicios reutilizables que te permitan la configuración por sockets en segundos.",https://www.udemy.com/course/angular-aplicaciones-en-tiempo-real/
API,API RESTful avançada com Spring Boot e Java 8,모든 수준,"₩19,000","₩25,000",,"What you'll learn
Ao término do curso você será capaz de criar APIs RESTful com elementos avançados e altamente escaláveis.
Criar autenticação com tokens JWT (JSON Web Token) com o Spring Security
Persistir dados no MySQL com JPA e Spring Data
Fazer deploy na nuvem com Heroku
Migrar dados com o Flyway
Criar testes unitários e de integração com JUnit e Mockito
Documentar a API com o Swagger
Criar controllers e serviços
Transferir dados com o uso de DTOs (Data Transfer Object)
Controlar a versão do código fonte com GitHub
Show more",https://www.udemy.com/course/api-restful-avancada-spring-boot-java-8/
ECMAscript,JavaScript: ECMAScript 6 y todos sus detalles,중급자,"₩48,000",,,"What you'll learn
Comprender y aplicar las nuevas funciones que tiene ECMAScript 6
Tener una base sólida para entrar en nuevos Frameworks basados en JavaScript
Entender el significado del por qué pasan las cosas en JavaScript
Tener un conocimiento avanzado de JavaScript",https://www.udemy.com/course/ecmascript-6-es2015/
JavaScript,Der ultimative JavaScript Komplettkurs,모든 수준,"₩19,000","₩25,000",,"What you'll learn
Lerne alles zum Thema JavaScript in Theorie und Praxis
Lerne modernstes JavaScript nach den aktuellen Standards (ES10)
Setze ein aufwändiges und umfangreiches Praxis-Projekt von A-Z um
Verstehe die Grundlagen verschiedenster Programmiersprachen am Beispiel JavaScript
Starte deine Karriere als JavaScript-/Webentwickler oder Webdesigner",https://www.udemy.com/course/der-ultimative-javascript-komplettkurs/
Spring Boot,Spring Boot & MVC com Thymeleaf,초급자,"₩19,000","₩25,000",,"What you'll learn
Configurar aplicação baseada no Spring-Boot
Desenvolver aplicações web com o Spring MVC
Mapeamento objeto-relacional com JPA
Implementar a camada de persistência com o padrão DAO
Validação de formulários no lado servidor com Bean Validation
Trabalhar com views baseadas no template Thymeleaf
Usar recursos estáticos (CSS e JS) via WebJars
Realizar paginação back-end nas tabelas de dados
Estará apto à cursos com foco intermediário ou avançado no desenvolvimento com Spring",https://www.udemy.com/course/spring-boot-mvc-com-thymeleaf/
